actorid,name,gender
2113905,"Simard, Kevin",m
2522435,"Yorke, Troy",m
3116504,"Huang, Vicky",f
3221870,"Komorowska, Liliana",f
3512537,"Pallaske, Jana",f
694917,"Faulcon, Kent",m
1982653,"Rusler, Morgan",m
2128239,"Skelton, Shane",m
2326455,"Tukur, Ulrich",m
2752482,"Carrillo, Elpidia",f
3205727,"Kimball, Donna",f
3376252,"McElhone, Natascha",f
293306,"Browne, Roscoe Lee",m
500269,"Cygan, John",m
527327,"Davis, Dane A.",m
852198,"Gordon-Levitt, Joseph",m
1406784,"Majors, Austin",m
1489465,"McGoohan, Patrick",m
1502762,"McShane, Michael",m
1611807,"Murray, Brian",m
2213991,"Suarez, Jeremy",m
3396687,"Metcalf, Laurie",f
3810650,"Thompson, Emma",f
3081,"Abbott, David",m
266618,"Brandon, Mark",m
401246,"Cherry, Jonathan",m
856000,"Gould, Alexander",m
911144,"Hainsworth, John",m
988632,"Hildreth, Mark",m
1262655,"LaCroix, Peter",m
1931907,"Roberts, Ken",m
2429585,"Waters, Bill",m
2464805,"Wilde, Bob",m
2587089,"Amlee, Jessica",f
2884050,"Dominczyk, Dagmara",f
2885167,"Donaldson, Wendy",f
2942822,"Ferland, Jodelle",f
3598592,"Regan, Laura",f
3956978,"Zurowski, Desiree",f
133050,"Bamji, Firdous",m
206627,"Biberi, James",m
241907,"Bono, Joseph",m
242038,"Bonsangue, Frank",m
272966,"Brennan, Richard",m
337831,"Campanella, Phil",m
376736,"Cea, Bob",m
377205,"Cecere, Sal",m
377707,"Cefarello, Ralph",m
418322,"Cicero, Paul",m
447053,"Columbo, Joe",m
459531,"Cooper, Pat",m
560994,"DeMeo, William",m
576059,"Di Silvio, Gene",m
578340,"Diaz, Joey",m
694640,"Fattell, Louis",m
717665,"Finn, John",m
735576,"Fonteno, David",m
752021,"Franza, Raymond",m
825288,"Gio, Frank",m
848377,"Gooding, John F.",m
1063608,"Isler, Seth",m
1084338,"Jannetta, Michael",m
1144212,"Kampmann, Steven",m
1241845,"Krosinski, Anthony",m
1295873,"Le Page, Jerome",m
1353453,"LoGiudice, Gaetano",m
1409922,"Maldone, Richard",m
1428051,"Marcune, Patrick",m
1441872,"Martin, Demetri",m
1452112,"Marzella, Joey",m
1456195,"Massi Jr., Nick",m
1579100,"Morales-Ballet, Henry",m
1633968,"Natoli, Angelo",m
1789597,"Pettygrove, Kendall",m
1800526,"Pietrangolare, Frank",m
1895239,"Reidy, Joseph P.",m
1916497,"Riddell, Leif",m
1947554,"Rogalski, Brian",m
1993346,"Sabihy, Kyle",m
2003662,"Salerno, Dave",m
2029187,"Sauchelli Jr., Alfred",m
2249024,"Tangredi, Bart",m
2251894,"Tardio, Chris",m
2303847,"Torre, Joe",m
2303864,"Torre, Michael",m
2360190,"van Simco, Dino",m
2393873,"Vitucci, Rino",m
2393874,"Vitucci, Tony",m
2549370,"Zotto, Michael",m
2765839,"Chae, Sunny",f
2901523,"Durst, Anita",f
3077489,"Hayes, Susie Gilder",f
3090840,"Herrington, Suzanne",f
3432422,"Moriarty, Cathy",f
3537175,"Pergament, Annika",f
3685615,"Schull, Rebecca",f
3778100,"Super, Bea",f
147277,"Barrash, David",m
266369,"Brandl, Oliver",m
423072,"Clark, Danny Lee",m
450621,"Conley, Brian",m
455705,"Cook, Brian W.",m
722593,"Fitz, Florian",m
931097,"Harbour, Matthew",m
1177022,"Keogh, John",m
1252539,"Kurtulus, Mehmet",m
1440342,"Martens, Dirk",m
1847817,"Purcell, Dominic",m
2042015,"Schindler, Klaus",m
2254911,"Taubman, Anatole",m
2482991,"Wimmer, Kurt",m
2739011,"Calzone, Maria Pia",f
3716239,"Siewert, Emily",f
3776463,"Summer, Alexa",f
87769,"Armstrong, Chris",m
163480,"Bayliss, Desmond",m
177552,"Bell, Tom",m
603974,"Dorrs, Anthony",m
742897,"Foster, Steve",m
746274,"Foy, James",m
822064,"Gillen, Aidan",m
860513,"Graham, Otis",m
939952,"Harris, Richard",m
1081301,"James, Oscar",m
1122023,"Jonsson, Ingi Thor",m
1291710,"Lawrence, Danny",m
1297660,"Learmond, Carl",m
1437656,"Marsden, Jack",m
1498913,"McMartin, James",m
1551807,"Mistry, Jimi",m
1636990,"Nazir, Amer",m
1665892,"Noi, Reece",m
1667595,"Noor, Mushi",m
1686325,"O'Neill, Seamus",m
2181872,"Starkey, Gerard",m
2520317,"Yip, David",m
2728360,"Burrows, Leanne",f
2731663,"Byatt, Sharon",f
2760824,"Catherwood, Emma",f
2993753,"Gatril, Sylvia",f
3157358,"Johnson Manning, Sasha",f
3300373,"Lombard, Louise",f
3445358,"Murphy, Kelly",f
3550488,"Pilkington, Lorraine",f
809,A.J.,m
288976,"Brown, J. Anthony",m
312597,"Burnett, Tyreese",m
336871,"Cameron, Ryan",m
429916,"Cleveland, Rob",m
472690,"Coulter, Von",m
773737,"Gaetan, Miguel A.",m
801366,"Gay, Reggie",m
995234,"Hirsch, Brandon",m
1195702,"King, Enoch",m
1723577,"Pablo, Petey",m
1783427,"Peters II, George A.",m
1815632,"Poitier, Earl",m
1931997,"Roberts, Leonard",m
1969811,"Roundtree, Shay",m
2060457,"Scott, Stuart",m
2119378,"Sims-Prewitt, Jason",m
2195606,"Stewart, Courtney James",m
2277965,"Thomas, Nicholas B.",m
2434769,"Weaver, Jason",m
2463124,"Wiggins, Al",m
2516242,"Yates, Gary",m
2703436,"Brantley, Erin",f
2744432,"Cantrell, Blu",f
2747649,"Carey, Candace",f
2917649,"Ely, Kiara Nicole",f
2934752,"Fann, Stacey A.",f
2970549,Free,f
2985287,"Gamble, Christy",f
3003175,"Gibbs, Angela Elayne",f
3251555,"Landry, Brianne",f
3283679,"Lewis, Pauline S.",f
3435890,"Morton, Glenda",f
3436022,"Morton, Shamea",f
3919605,"Wimbley, Jenear",f
64145,"Anderson, Patrick",m
80815,"Aranha, Ray",m
328555,"Caforio, Anthony",m
586678,"Dinowitz, Jeffrey",m
594529,"Dog, Rufus Thomas the",m
642781,"Edwards, Bill",m
643547,"Edwards, Jason",m
647626,"Eigeman, Chris",m
685645,"Fairchild, Mark",m
703655,"Ferguson, Lou",m
726084,"Fleischman, Larry",m
822542,"Gillett, Eric Michael",m
849325,"Goodstein, Ken",m
973806,"Hephner, Jeff",m
995476,"Hirschfeld, Richard",m
1153878,"Karron, Richie",m
1326571,"Lewis, Glenn",m
1398732,"Maendel, Tobias",m
1509055,"Meier, Seth William",m
1523357,"Messina, Paul",m
1588935,"Morris, Michael",m
1687040,"O'Rourke, Tom",m
1796807,"Picayo, Javier",m
1803556,"Pine, Larry",m
1830327,"Powell, Shaun",m
1885350,"Razzano, Cole",m
1962121,"Rosenberg, Dave",m
2124732,"Siravo, Joseph",m
2218649,"Sullivan, Thomas Michael",m
2275939,"Thomas, Daniel A.",m
2400289,"Voogt, Ton",m
2579496,"Allen, Crystal",f
2636861,"Barnett, Brigitte",f
2642428,"Bass, Beth Dodye",f
2800533,"Colonnello, Gloria",f
2803854,"Conroy, Frances",f
2809553,"Corman, Maddie",f
2901002,"Duren, Carla",f
2966614,"Frances, Emily",f
3006134,"Gillan, Lisa Roberts",f
3023655,"Gottlieb, Sylvia",f
3037341,"Gristak, Amber",f
3070695,"Harth, Margaret",f
3077076,"Hayes, Catherine Anne",f
3105052,"Hollingsworth, Rachael L.",f
3161675,"Jokovic, Mirjana",f
3182113,"Karger, Donna",f
3253467,"Langhoff, Stephanie",f
3261286,"Lavery, Patricia",f
3303479,"Lopez, Priscilla",f
3363086,"Matrone, Marissa",f
3372509,"McClain, Saundra",f
3473477,"Niles, Maja",f
3496044,"Oliver, Lizza",f
3580676,"Quon, Di",f
3596389,"Redford, Amy",f
3635531,"Rose, Minna",f
3678835,"Schebece, Bethann",f
3689237,"Scott, Gayle",f
3703077,"Shapiro, Raquel",f
3710456,"Shimizu, Kae",f
3732896,"Smith, Hillary B.",f
3806025,"Thaler, Emma",f
3809195,"Thomas, Liliane",f
3816808,"Tirelli, Millie",f
3823537,"Torres, Marilyn",f
3851755,"Van Graas, Daniella",f
3859584,"Veduccio, Becky",f
3866086,"Vicidomini-Serdaros, Michelle",f
3911638,"Wilkins, Sharon",f
190459,"Berg, John",m
315682,"Burton, LeVar",m
509214,"Dale, Alan",m
603504,"Dorn, Michael",m
747003,"Frakes, Jonathan",m
1720810,"Owen, Michael",m
1868475,"Ralphe, David",m
2452738,"Wheaton, Wil",m
2638681,"Barrett, Majel",f
2794133,"Cochran, Shannon",f
3376574,"McFadden, Gates",f
3397626,"Meyer, Dina",f
3441659,"Mulgrew, Kate",f
3724858,"Sirtis, Marina",f
175426,"Belford, Thomas Michael",m
351409,"Cariou, Len",m
452222,"Connor, James M.",m
481159,"Crawley, James J.",m
904508,"Ha, Tung",m
966290,"Heller, Steve",m
982549,"Hesseman, Howard",m
1172224,"Kem, Robert",m
1190145,"Kills Crow, Lester",m
1654035,"Nicholson, Jack",m
2375091,"Venhuizen, Mark",m
2447052,"Wenzel, Vaughan",m
2590386,"Anderson, Jill",f
3003835,"Gibson, McKenna",f
3057350,"Hamada, Cheryl",f
3061599,"Hanna, Melissa",f
3070138,"Hart, Judith Kathryn",f
3081652,"Heimann, Beth",f
3383506,"McNaughton, Emily",f
3463290,"Nelson, Mary Beth",f
3593390,"Ray, Connie",f
3816626,"Tipp, Marilyn",f
3917173,"Wilmot, Linda",f
150259,"Barry, Alan",m
164840,"Beagan, Niall",m
264726,"Braiden, Des",m
677798,"Evans, Conor",m
733410,"Foley, Don",m
744256,"Fowl, Peter",m
838392,"Golding, Bill",m
881307,"Grogan, Hugh",m
955046,"Hayden, Luke",m
1003065,"Hogan, Bosco",m
1170254,"Kelly, Frank",m
1177015,"Keogh, Garrett",m
1270244,"Lambert, Mark",m
1371255,"Lucchesi, Alvaro",m
1381503,"Lynch, John",m
1484150,"McDonagh, Hugh",m
1490067,"McGrath, Brian",m
1666373,"Nolan, Mick",m
1687365,"O'Suilleabhain, Daithi",m
1885565,"Rea, Stephen",m
1949934,"Rohan, Eamon",m
2603090,"Ardiff, Karen",f
2751015,"Carpenter, Lauren",f
2870537,"Devlin, Mairead",f
2953343,"Fitzpatrick, Gail",f
3088176,"Herlihy, Sorcha",f
3133254,"Irvine, Andrea",f
3441838,"Mullan, Claire",f
3485494,"O'Connell, Lauren",f
3579646,"Quinn, Marian",f
3660438,Sally,f
3858948,"Vavasseur, Sophie",f
308184,"Burchell, Raife Patrick",m
327523,"Cadan, Dan",m
350294,"Cardwell, Steve",m
358163,"Carrette, El",m
579488,"Dick, Bryan",m
724758,"Flanagan, Andrew",m
920118,"Hamilton, Des",m
1213305,"Knowles, Andrew",m
1491648,"McHardy, Duncan",m
1915375,"Richter, Mischa",m
1938761,"Rocco, Vito",m
2047928,"Schofield, Danny",m
2308614,"Townend, Matthew",m
2308681,"Townley, Andrew",m
2480179,"Wilson, James",m
2736800,"Calder, Carolyn",f
3183010,"Karlsvik, Mette",f
3375117,"McDermott, Kathleen",f
3378701,"McGuire, Linda",f
3408539,"Milton, Ruby",f
3859285,"Vazquez, Yolanda",f
190966,"Bergen, John",m
212054,"Bini, Carl",m
270502,"Brazil, R.L.",m
306231,"Bullock, Lawrence",m
488378,"Crowns, Howard",m
572257,"Devon, Tony",m
586943,"Diomede, Paul",m
590449,DJ Cipha Sounds,m
718503,"Fiore, Mike",m
727051,"Fletcher, Andre",m
805880,"Genet, Michael",m
1053509,"Illig, Patrick",m
1072573,"Jackson, Rodney 'Bear'",m
1171939,"Kelsch, Peter James",m
1254690,"Kuznetsov, Misha",m
1452942,"Mascall, Joseph",m
1481431,"McCoy, A.J.",m
1539313,"Miller, Douglas",m
1558232,"Modafferi, Louis",m
1664102,"Nobbs, Keith",m
1685497,"O'Neal, Patrice",m
1730052,"Palagonia, Al",m
1730415,"Palazzo, Jeffrey",m
1843073,"Prudius, Oleg",m
1902573,"Reton, Daniel",m
1918173,"Riesco, Armando",m
1967011,"Rossomodo, Nicholas",m
1975186,"Rubeo, Ed",m
2116548,"Simon, Marc H.",m
2124674,"Siragusa, Tony",m
2170593,"Spinghel, Radu",m
2251597,"Taraseiwicz, Alan",m
2336524,"Uchaneishvili, Levan",m
2469398,"Williams, Brad",m
2543339,"Zhivotovsky, Igor",m
2839525,"Darlow, Cynthia",f
2892177,"Drekonja, Larissa",f
2942861,"Ferlito, Vanessa",f
2950204,"Finley, Felicia",f
3441942,"Mullen, Jamil",f
3517312,"Paquin, Anna",f
3534863,"Pepe, Christine",f
3586730,"Ramirez, Dania",f
3906192,"White, Michole Briana",f
115456,"Baccus, Eddie",m
135511,"Banks, Bob",m
208878,"Biggins, Brandon",m
210527,"Billings, Earl",m
589803,"Dixon, Jason",m
604117,"Dorsey, Fran",m
621606,"Duke, O.L.",m
744385,"Fowler, David",m
848384,"Gooding, Rainoldo",m
1097847,"Jewell, Doug",m
1146400,"Kang, Sung",m
1168998,"Kelley, Malcolm David",m
1259838,"La'Dae, Sean'e",m
1325887,"Lewis, Brandon",m
1374719,"Luke, Derek",m
1644257,"Nepomuceno, Leo",m
1756745,"Patton, AndrÃ©",m
1808677,"Pittman Jr., John",m
1888126,"Reddick, Timothy",m
1905687,"Reynolds III, Edward C.",m
1935046,"Robinson, Charles",m
2059476,"Scott, Kente",m
2148839,"Snedden, Stephen",m
2200571,"Stokes, Cordell",m
2470898,"Williams, Ellis",m
2765245,"Cevallos, Linda",f
2771213,"Charles, Lynn E.",f
2845644,"Davison, Michelle",f
2929092,"Evans, Na'tasha Marie",f
2961110,"Ford-Taylor, Margaret",f
3006401,"Gillespie-Winborn, Angela",f
3101601,"Hoefke, Teresa",f
3159214,"Johnson, Kim",f
3306085,"Louie, Jada S.",f
3340949,"Marable, Mary Bradley",f
3434484,"Morris, Rebecca",f
3463380,"Nelson, Novella",f
3530365,"Pearson, Rita",f
3606449,"Reynolds, Janaya",f
3610643,"Richardson-Whitfield, Salli",f
3638399,"Ross, Yolonda",f
3758700,"Stehle, Ruth",f
3893235,"Watson, Vernee",f
17849,"Affleck, Rab",m
19595,"Agnew, Iain",m
97279,"Ashton-Griffiths, Roger",m
132845,"Bamber, David",m
140554,"Barclay, Bill",m
152199,"Bartlett, Nick",m
193900,"Berling, Peter",m
210636,"Billingsley, Michael H.",m
221857,"Blake, Steven",m
272825,"Brennan, Justin",m
293741,"Brownsell, Louie",m
309219,"Burgess, Christian",m
322476,"Byrne, Gerry Robert",m
322614,"Byrne, Michael",m
345483,"Cao, Man",m
354812,"Carney, Liam",m
416194,"Chung, Basil",m
449627,"Condemi, Gennaro",m
511298,"Daly, Peter-Hugo",m
533257,"Day-Lewis, Daniel",m
562129,"Dempsey, Brendan",m
562952,"Deng, Alexander",m
579260,"DiCaprio, Leonardo",m
689704,"Faraday, Tim",m
716584,"Finegan, Nevan",m
768899,"Furey, Finbar",m
777963,"Gallagher, Andrew",m
820788,"Gilder, Sean",m
822845,"Gilliard Jr., Lawrence",m
830670,"Gleeson, Brendan",m
848906,"Goodman, Robert",m
851853,"Gordon, Patrick",m
860582,"Graham, Richard",m
860716,"Graham, Stephen",m
931134,"Harbutt, Taddeo",m
951768,"Hausman, Michael",m
989216,"Hill, Colin",m
1005996,"Holland, Dick",m
1008827,"Holmes, Channing C.",m
1024485,"Howden, Alex",m
1040257,"Hurley, Kieran",m
1148443,"Kaplan, Larry",m
1188305,"Kiernan, Ford",m
1200716,"Kirk, Philip",m
1326519,"Lewis, Gary",m
1340855,"Linge, Robert",m
1355079,"Lombardo Radice, Giovanni",m
1412244,"Mallon, Brian",m
1437532,"Marsan, Eddie",m
1474984,"McBlain, David",m
1479901,"McColl, Iain",m
1480763,"McCormack, Cian",m
1480792,"McCormack, Gary",m
1481404,"McCowen, Alec",m
1488918,"McGinley, Sean",m
1489337,"McGlynn, John",m
1498134,"McLoughlin, Bronco",m
1498285,"McMahon, Alec",m
1536529,"Miles, Nick",m
1608579,"Murdoch, Bill",m
1610461,"Murphy, John Anthony",m
1633214,"Natale, Nazzareno",m
1653179,"Nicholls, David",m
1686371,"O'Neill, Terry",m
1797772,"Pickering, Vincent",m
1810963,"Plasse, Douglas",m
1872719,"Ramsay, James",m
1895745,"Reilly, John C.",m
2188381,"Steinheimer, R. Bruce",m
2205026,"Strachan, Joel",m
2205809,"Strange, Richard",m
2213712,"Su, Jian",m
2232349,"Syms, Richard",m
2276628,"Thomas, Henry",m
2362098,"Vandenberg, Dominiquie",m
2375646,"Ventry, Laurie",m
2454904,"White, Brendan",m
2695247,"Bouchet, Barbara",f
2770640,"Chappuis, Eliane",f
2830773,"D'Elia, Ilaria",f
2841359,"Davenport, Lucy",f
2939793,"Fegarotti, Flaminia",f
3061434,"Hanlon, Carmen",f
3269694,"Lee, Kathy Shao-Lin",f
3445915,"Murray, Alexia",f
3485517,"O'Connell, Maura",f
3550316,"Pilato, Marta",f
3555629,"Pleasence, Angela",f
3578127,"Quaresima, Roberta",f
3700075,"Seymour, Cara",f
3884762,"Wallach, Katherine",f
252253,"Bougere, Teagle F.",m
256457,"Bowers, Bill",m
495611,"Cunningham, John",m
550487,"Dee, Johnny",m
595599,"Dokuchitz, Jonathan",m
885386,"Grupper, Adam",m
910507,"Haig, David",m
1146425,"Kang, Tim",m
1194710,"King III, George Gearhart",m
1551595,"Missick, Dorian",m
1613633,"Musacchia, Rocco",m
1796495,"Piazza, Mike",m
1874265,"Rand, Sebastian",m
1959565,"Rosario, JosÃ© RamÃ³n",m
2285136,"Thourlby, William",m
2625758,"Baker, Becky Ann",f
2727621,"Burns, Heather",f
2816569,"Cox, Veanne",f
2947445,"Fiedler, Shannon",f
3164871,"Jones, Norah",f
3178618,"Kancher, Dori",f
3236524,"Kullman, Wynter",f
3248537,"LaManna, Janine",f
3315208,"Lutz, Marina",f
3330008,"Maier, Charlotte",f
3439668,"Mozon, Nadine",f
3558025,"Polanco, Iraida",f
3715776,"Siegfried, Mandy",f
3902175,"West, Libby",f
3920828,"Winnick, Katheryn",f
13338,"Adams, Lloyd",m
276658,"Brigante, Bishop",m
543967,"De Santis, Tony",m
599221,"Donaldson, Gavyn",m
599332,"Donaldson, Myles",m
629513,"Durven, Carson",m
1038059,"Hunt, Steve",m
1103819,"John, Darren",m
1311395,"Leis, Dan",m
1712460,"Ortiz, John",m
1754613,"Patric, Jason",m
1754635,"Patrice, Thomas",m
1929271,"Robbins, Garry",m
2010810,"Samuels, Omar",m
2360270,"Van Sprang, Alan",m
2584224,"Alves, Carly Marie",f
2820643,"Croce, Donna",f
2935289,"Farber, Stacey",f
3008233,"Giornofelice, Lina",f
3135379,"Issa, Meagan",f
3329537,"Mahoney, Mallory",f
3482465,"Nunez, Marilo",f
3499514,"Openshaw, Anne",f
3621840,"Robinson, Karen",f
3909265,"Wiens, Lilette",f
2065,"Abagnale Jr., Frank",m
75612,"Antonio, Jim",m
128547,"Baldridge, Mike",m
215505,"Bisping, Alex",m
222630,"Blanchard, Jean-FranÃ§ois",m
229502,"Bly, Stan",m
239099,"Bond, Dominic",m
258944,"Boyd, Joshua",m
273420,"Brent, Jonathan",m
282177,"Brolin, James",m
285930,"Brousseau, Jean-FranÃ§ois",m
340209,"Campeau, Francis",m
349484,"Cardin, RaphaÃ«l",m
481053,"Crawford, Thomas",m
501916,"CÃ´tÃ©, Marc-Antoine",m
516204,"Dankner, Jonathan",m
521136,"Datig, Fred",m
528959,"Davis, Kyle",m
614319,"Drolet-Dumoulin, Antoine",m
622796,"DuMont, James",m
624379,"Dunham, Stephen",m
629972,"Dussault, Patrice",m
629975,"Dussault-GagnÃ©, LÃ©on",m
637131,"Eastin, Steve",m
640545,"Edelman, Shane",m
681362,"Ewing, Joel",m
726431,"Fleming, Eugene",m
784952,"Garagiola, Joe",m
799401,"Gaudreault, Mathieu",m
901876,"GÃ©nÃ©reux, Vincent",m
909146,"Hager, Dave",m
914548,"Hall, Ellis",m
1021367,"Houle-Gauthier, Simon",m
1032943,"Hughes, Frank John",m
1044781,"Hyde-White, Alex",m
1090261,"Jean, SÃ©bastien",m
1179296,"Kerstein, Max",m
1211782,"Knight, Jack",m
1224617,"Kopache, Thomas",m
1282023,"Larouche, Pascal",m
1289332,"Lauzon, William",m
1308342,"Legault, Florent",m
1383941,"LÃ©ger, Roger",m
1500110,"McNally, Jason",m
1507190,"Meeks, Andrew",m
1510017,"Meizler, Steven",m
1562562,"Molen, Gerald R.",m
1589933,"Morrison, James",m
1607083,"Munroe, Jan",m
1669428,"Normandeau, Julien",m
1680403,"O'Brien, Patrick Thomas",m
1741805,"Parent-LalibertÃ©, David",m
1850897,"PÃ©pin, Alexandre",m
1861234,"Radeschi, Nicolas",m
1901140,"RenÃ©, Jonathan",m
1985485,"Ruth, Robert",m
2090292,"Sheen, Martin",m
2127486,"Skaggs, Jimmie F.",m
2174759,"St. Amour, Samuel",m
2232254,"Symonds, Robert",m
2271150,"Thauvette, Guy",m
2285483,"Throne, Malachi",m
2295025,"Todd, Paul",m
2313569,"Tremblay, Guy-Daniel",m
2407401,"Wagner, Jake",m
2488809,"Witting, Steve",m
2561372,"Acker, Amy",f
2590285,"Anderson, Jamie",f
2597734,"Anthony, Jasmine Jessica",f
2619963,"Azzara, Candice",f
2646400,"Baye, Nathalie",f
2684672,"Bodle, Jane",f
2748591,"Carlisle, Kitty",f
2773237,"Chauvin, Lilyan",f
2799457,"Collins, Jessica",f
2809959,"Cornett, Mercedes",f
2888579,"Doubleday, Kaitlin",f
2894199,"du Tertre, Celine",f
2991079,"Garner, Jennifer",f
3123760,"Hutchinson, Kelly",f
3178360,"Kan, Jennifer",f
3193420,"Kellner, Deborah",f
3250572,"Lancaster, Sarah",f
3363174,"Matson-Sachoff, Jill",f
3383210,"McNair, Kelly",f
3390066,"Mellin, Maggie",f
3466662,"Newman, Jaime Ray",f
3743487,"Sorensen, Angela",f
3929444,"Worthington, Wendy",f
83905,"Arena, Bruno",m
85112,"Ariani, Giorgio",m
146982,"Barra, Peppe",m
177993,"Bellante, Claudio",m
178243,"Bellei, Mino",m
183867,"Benigni, Roberto",m
192551,"Bergonzoni, Alessandro",m
206103,"Bianchi, Massimo",m
206324,"Bianco, Tommaso",m
216813,"Bizzarri, Riccardo",m
238716,"Bonanno, Vincenzo",m
364440,"Casaglieri, Franco",m
369238,"Castellaneta, Donato",m
374255,"Cau, Marco Tullio",m
375104,"Cavallari, Max",m
375559,"Cavazzoni, Alfredo",m
377042,"Ceccarelli, Valerio",m
379308,"Cerami, Vincenzo",m
453219,"Consani, Lamberto",m
558840,"Delli, Luigi",m
603029,"Dori, Sandro",m
682828,"Fabbio, Giorgio",m
697273,"Febraro, Giovanni",m
779723,"Galligani, Max",m
813900,"Ghiselli, Giuliano",m
827916,"GiuffrÃ¨, Carlo",m
842844,"Gonnella, Giacomo",m
864304,"Grassi, Camillo",m
1088652,"Javarone, Franco",m
1400379,"Magi, Dario",m
1423761,"Manuzzi, Michele",m
1427002,"Marchini, Fausto",m
1453838,"Masini, Remo",m
1472772,"Mazzanti, Michele",m
1522432,"Mescolini, Franco",m
1564568,"Molteni, Luis",m
1630849,"Nardi, Andrea",m
1658488,"Nigrelli, Danilo",m
1674247,"NoÃ¨, Giorgio",m
1703477,"Oltrecolli, Dodo",m
1705394,"Onnis, TotÃ²",m
1705654,"Onofri, Stefano",m
1708689,"Orfei, Mario",m
1736209,"Pani, Corrado",m
1966182,"Rossi Stuart, Kim",m
2035195,"Scandaletti, Stefano",m
2703542,"Braschi, Nicoletta",f
2849391,"de Giovanni, Paola Braschi",f
2956967,"Floridi, Silvia",f
95760,"Ash, William",m
176713,"Bell, Jamie",m
262717,"Bradley, David",m
334640,"Calvert, Jordan",m
455707,"Cook, Bruce",m
529815,"Davis, Phil",m
662409,"Engelberg, Jacob",m
859680,"Graham, Alex",m
935379,"Harmsworth, Alfred",m
952431,"Havill, Andrew",m
989005,"Hill, Billy",m
1003625,"Hogg, Edward",m
1016048,"Horan, Gerard",m
1036410,"Humphries, Barry",m
1490151,"McGrath, Henry",m
1552925,"Mitchell, Hugh",m
1808996,"Pitts, Joel",m
1971726,"Rowe, Nicholas",m
2090552,"Sheffield, Greg",m
2445010,"Wells, Mark",m
2644582,"Batty, Amber",f
2827111,"Curran, Angela",f
2844666,"Davis, Lucy",f
2986687,"Garai, Romola",f
3015041,"Goldenhersh, Heather",f
3017339,"Gonet, Stella",f
3052485,"Haggard, Daisy",f
3073883,"Hathaway, Anne",f
3085425,"Henebury, Celia",f
3353033,"Martin, Lisa",f
3434779,"Morrison, Diana",f
3619657,"Roberts, Jessie Lou",f
3762907,"Stevenson, Juliet",f
3885590,"Walsh, Eileen",f
140967,"Barden, Doug",m
315829,"Burton, Robert",m
461029,"Coppola, Marc",m
524510,"Davidson, Mark W.",m
621765,"Dukes, Michael James",m
839952,"Golightly, Norman",m
924527,"Hand, Kyle",m
999182,"Hocke, Bernard",m
1115328,"Jones, Ben",m
1519318,"Merck, Wallace",m
1523990,"Metcalf, Willie",m
1538178,"Miller, Andrew",m
1737849,"Paoletti, Nick",m
1744824,"Parker, Houston",m
2180579,"Stanton, Harry Dean",m
2289896,"Timbes, Graham",m
2475313,"Williams, Thomas",m
2574516,"Alden, Cary Wilmot",f
2844268,"Davis, Josie",f
3036309,"Griggs, Sarah Allison",f
3036311,"Griggs, Shelby Rachel",f
3295681,"Livers, Karen Kaia",f
3409226,"Mince, Natasha",f
3420952,"Monica, Monica L.",f
3569212,"Price, Delisha",f
3589274,"Randolph, Katherine",f
3705739,"Shea, Janet",f
3834548,"Tujague, Kriste Andrea",f
3844950,"Vaccaro, Brenda",f
275199,"Breznahan, Kevin",m
631057,"Duvall, Wayne",m
926971,"Hannibal, Mark",m
1013278,"Hood, Don",m
1205472,"Klass, Dan",m
1315322,"Lenthall, David",m
1543734,"Mills, George",m
1779990,"Perry Jr., Ernest",m
1878768,"Raskin, Jimmy",m
2294338,"Tobolowsky, Stephen",m
2417331,"Walsh, J.D.",m
2698983,"Boyd, Pauline",f
2913698,"Eley, Teegan",f
3106904,"Holt, Shannon",f
3147412,"Jarrett, Morgan Grace",f
3190919,"Keddy, Jennifer",f
3225731,"Koskoff, Sarah",f
3257677,"Lashae, Julia",f
3430993,"Morgan, Annie",f
3515357,"Pankow, Joanne",f
3837333,"Turville, Trace",f
3847330,"Valentine, Maggie",f
13923,"Adams, Steve",m
62880,"Anderson, J. Todd",m
127673,"Balbar, Shaun",m
149388,"Barris, Chuck",m
167121,"Beaudet, Richard",m
189325,"Berardinucci, Carlo",m
379287,"Cera, Michael",m
562325,"Dempster, Ethan Thomas C.",m
575271,"Di Lauro, Ron",m
735134,"Fontaine, Frank",m
950824,"Hauer, Rutger",m
993482,"Hinkley, Tommy",m
995576,"Hirsh, David Julian",m
1180999,"Kevan, Martin",m
1194291,"Kind, Richard",m
1276448,"Lange, Jim",m
1277715,"Langston, Murray",m
1307560,"Lefebvre, Jeff",m
1547207,"Minicozzi, Andre",m
1753080,"Patel, Keshav",m
1756832,"Patton, Gene",m
1772979,"Pepper, Bruce",m
1840082,"Priselkov, Sergei",m
1875139,"Randolph, George",m
1973177,"Roy, Norman",m
2174718,"St-Pierre, Francois",m
2287032,"Tiberghien, JÃ©rÃ´me",m
2306642,"Tosques, Dino",m
2325528,"Tucker, Sean",m
2481563,"Wilson, Peter N.",m
2530738,"Zacapa, Daniel",m
2534666,"Zanca, Tony",m
2579877,"Allen, Krista",f
2597837,"Anthony, Tanya",f
2621331,"Bacci, Barbara",f
2666888,"Bertrand, Maria",f
2667483,"Besso, Claudia",f
2678409,"Blais, Isabelle",f
2754435,"Carter, Melissa",f
2762961,"Ceci, Chelsea",f
2813632,"Cottle, Leslie",f
2870077,"Devigne, Pascale",f
